Date,Open,High,Low,Close,Volume
2020-03-17,223.93414936559594,234.1055159225691,216.65063616065999,231.02577209472656,262070500
2020-03-18,215.90125823020935,226.97733101558407,208.3801304723049,219.32826232910156,327597100
2020-03-19,218.6428280834812,226.07257629627384,212.21833983048688,219.79429626464844,289322000
2020-03-20,222.94363004147445,224.72696071707477,210.0466734873275,210.32244873046875,347158800
2020-03-23,209.76168442600684,211.13134505091108,200.63361059089686,204.94485473632812,326025200
2020-03-24,215.48859069772814,224.38685570948732,214.91866545634184,223.51356506347656,235494500
2020-03-25,225.09461646269625,235.64751686488069,220.3881054153029,226.85955810546875,299430300
2020-03-26,229.36913318338085,241.57664463189138,228.93708857476466,240.1058807373047,257632800
2020-03-27,232.8162819931154,239.7473562360883,230.77556488684385,232.95416259765625,224341200
2020-03-30,235.05004716701424,241.2365384930664,233.0552948085847,240.51953125,171369500
2020-03-31,239.517575786038,242.06386477792154,235.52807082936067,236.93450927734375,194881100
2020-04-01,227.95348423990177,236.85174851191033,224.20297754937033,226.27127075195312,189554600
2020-04-02,225.38885105850346,232.2739616933411,224.8373004856705,231.49261474609375,177660400
2020-04-03,230.50897330571124,232.86224312191504,225.41638201331432,228.1465301513672,135561200
2020-04-06,237.01721102821946,245.43746603844804,228.12814793015815,243.47027587890625,188061200
2020-04-07,252.0651906394755,252.81897536266575,243.49788162912452,243.71849060058594,201427200
2020-04-08,246.31987245584386,253.71057980948646,243.8287365741532,251.89967346191406,153774500
2020-04-09,255.1630788524454,258.49075711159503,253.22349248209272,255.7330322265625,189999200
2020-04-13,254.7586352756574,255.09875018556286,249.49137070961035,253.3981475830078,114839100
2020-04-14,258.2884851590157,261.89189610685975,253.26023306323893,260.8715515136719,134143400
2020-04-15,255.1538331068728,261.0093961292997,253.21421923389877,255.3284912109375,121775000
2020-04-16,256.60631463326337,257.4152518167674,253.49009986161752,256.56036376953125,131798300
2020-04-17,262.33311040568213,264.09803815159717,259.5937609848719,263.4913635253906,146684800
2020-04-20,259.7868595128614,263.6293107862759,258.62863415329286,258.8492431640625,100109300
2020-04-21,254.38171907111592,255.5859232329497,250.05207126025303,250.98971557617188,126385700
2020-04-22,255.87093249536716,258.3069173868075,254.5472222047297,256.56036376953125,92951600
2020-04-23,257.83794247637684,261.00933568094723,256.2384718443398,256.54180908203125,104709700
2020-04-24,258.05870563521063,260.78885432168994,256.00878675884167,260.1177978515625,85063200
2020-04-27,262.09412629154366,264.98973134296574,261.6345055515394,263.8682556152344,77896600
2020-04-28,267.5175817476273,267.866897915382,262.3514503479287,262.6548156738281,105270000
2020-04-29,267.98647324976343,271.06593788395355,266.9569272587203,269.5307922363281,118745600
2020-04-30,268.1519504463422,269.63194396115506,265.28392123731965,267.02130126953125,122901700
2020-05-01,262.2687486221893,267.1866954796315,258.78481603360234,259.9522705078125,125180000
2020-05-04,258.0677820162113,260.97258776035505,256.58781705500485,260.66925048828125,80873200
2020-05-05,263.49130647279605,265.890512497822,260.7979084831233,263.07763671875,79569900
2020-05-06,264.7782435319276,265.16430912686474,260.86226703661674,261.2943115234375,73632600
2020-05-07,264.5117413329673,266.3778004537861,263.9418160920804,264.4473876953125,75250400
2020-05-08,267.5819556045888,269.29175906737254,266.45127866866704,268.82293701171875,76452400
2020-05-11,266.89254797828886,270.2569749098558,266.4697047839562,268.87811279296875,79514200
2020-05-12,270.0639458677684,270.47758767684087,263.3810427599695,263.5189514160156,95870800
2020-05-13,262.95820745768185,263.9969547866996,256.4315875392969,258.8583984375,144721100
2020-05-14,256.42235460323354,262.08485594358507,250.943656625686,261.9561767578125,121977900
2020-05-15,259.56628391499515,263.20647332642034,258.6194660511916,263.1605224609375,111146300
2020-05-18,269.3837068905075,272.78491161799025,269.06199481206295,271.1762390136719,119703800
2020-05-19,270.5787293388812,272.28850498888653,268.3725554456711,268.39093017578125,95189300
2020-05-20,271.93009460090815,273.81452892134183,271.7002841690001,272.950439453125,85861700
2020-05-21,272.82164175506375,273.63057861267043,269.97198802595636,271.0658874511719,78293900
2020-05-22,270.78095292638466,271.75534659131654,269.5399713937195,271.5806884765625,63958200
2020-05-26,277.5465711025609,277.7855828624157,271.59907765243577,274.9267272949219,88951400
2020-05-27,277.72120027669484,279.0541114942936,272.8951830483843,279.017333984375,104817400
2020-05-28,280.0469129571108,282.0600540546706,277.8315376106127,278.5025939941406,90405200
2020-05-29,278.03372679987336,280.3318301412633,275.2852041805372,279.7435302734375,119090800
2020-06-01,279.1001076480142,281.4809398340968,278.5853346376734,280.8742370605469,55758300
2020-06-02,281.7934214913829,283.24583851794176,280.4605383804992,283.1998596191406,74267200
2020-06-03,285.18548024177693,287.92483007098406,284.9097190069347,286.96881103515625,92567600
2020-06-04,285.98518598186917,287.7225657388418,284.119127013096,286.2149963378906,75794400
2020-06-05,291.6109209590687,295.32463552707304,291.5465673368315,293.5505065917969,150524700
2020-06-08,294.35949682860377,297.2918792842742,293.817147742069,297.0988464355469,73641200
2020-06-09,294.43300601196165,297.17235545339963,293.5689168610725,294.8834533691406,77479200
2020-06-10,295.4626446212481,296.35431008693706,292.52106030785467,293.2380676269531,95000800
2020-06-11,286.306935800571,286.94121464894255,275.7816379696527,276.3331604003906,209243600
2020-06-12,283.347029194733,284.1191887925022,274.48555452726214,279.6424865722656,194678900
2020-06-15,273.95236253958734,283.3837900229407,272.7757344523348,282.25311279296875,135782700
2020-06-16,290.0022666173974,290.1493485974371,282.8229940315134,287.6857604980469,137627500
2020-06-17,288.7061896286449,289.000353646456,285.75540416445665,286.4908142089844,83398900
2020-06-18,284.9739967429189,287.0790390652587,284.51437610525244,286.6010437011719,80828700
2020-06-19,290.0689696801593,290.26285198086515,283.01504638164135,284.96319580078125,135549600
2020-06-22,284.36304192298934,287.18829677421513,283.2181755111513,286.7912902832031,74649400
2020-06-23,289.44113788217754,290.37366646344435,287.70535438204575,288.1116027832031,68471200
2020-06-24,286.0711669477362,286.6897814759057,278.92493642655745,280.76226806640625,132813500
2020-06-25,280.1898292059112,284.0399473243526,278.1678289833196,283.7721862792969,89468000
2020-06-26,282.67336854921115,282.8857345654477,276.45042720889734,277.0320739746094,127961000
2020-06-29,278.2878382488589,281.24233868339707,275.9980771665016,281.1038513183594,79773300
2020-06-30,280.66989282570773,286.4035230684894,280.5129498778858,284.70465087890625,113394800
2020-07-01,285.8218387301167,287.9638703985175,285.3601954313995,286.6989440917969,72396500
2020-07-02,290.13355781025984,291.4815764666122,287.61300354993097,288.27777099609375,69344200
2020-07-06,292.10010781436097,293.3096107192115,291.3522480999561,292.7279357910156,61713800
2020-07-07,291.1861571430053,293.16197598302176,289.3303419029436,289.7088928222656,82910000
2020-07-08,290.4751465955823,292.0355030043778,288.7116942101427,291.9247131347656,54638600
2020-07-09,292.53412506328704,292.7741885974815,286.84667618527334,290.2628479003906,83354200
2020-07-10,290.1981838415168,293.49432348020605,288.76710100613167,293.2265625,57550400
2020-07-13,295.5717862583092,297.9538536311134,290.0320658619064,290.6875915527344,102997500
2020-07-14,289.26569521963995,295.2301472460135,288.06543384919064,294.45458984375,93657000
2020-07-15,297.67688940871585,298.2585645791441,294.7777554407008,297.15985107421875,87196500
2020-07-16,295.2578047865102,296.63349268794474,294.61149295046425,296.18109130859375,54622500
2020-07-17,297.18749364064047,297.8245636451662,295.2116468030746,297.0397644042969,62774900
2020-07-20,296.77208663788025,300.1882592673395,296.0242265404626,299.4403991699219,56308800
2020-07-21,301.40695821426857,301.8501178028075,299.08949955212785,300.0774230957031,57292200
2020-07-22,299.71736895948897,302.09946478128,299.6065790471225,301.7855224609375,57792900
2020-07-23,301.42534546893273,302.12705222700146,296.8181548399038,298.1846008300781,75738000
2020-07-24,296.32882749424476,297.28902521270993,294.7592290992445,296.2641906738281,73766600
2020-07-27,296.95669073754914,298.60013985296814,296.16264956413676,298.4247131347656,48293000
2020-07-28,297.69530442770673,298.81250154862204,296.2365239348657,296.531982421875,57495000
2020-07-29,297.4090950917843,300.74217459378013,297.37215573588736,300.178955078125,48454200
2020-07-30,297.2059420708996,299.5234003844888,295.11933357691976,299.10791015625,61861700
2020-07-31,300.89906346264803,301.5730727483719,296.679637412853,301.47149658203125,84986800
2020-08-03,303.1334674949773,304.3337288211006,302.58873177456934,303.5674133300781,53077900
2020-08-04,302.7087180143602,304.7399597167969,302.7087180143602,304.7399597167969,41917900
2020-08-05,306.0418625918955,306.89129880632356,305.77410154284553,306.63275146484375,42697700
2020-08-06,306.05099872122855,308.80237427451436,305.7278428325198,308.6823425292969,43679400
2020-08-07,307.71306574490046,309.19033046263525,306.8082344133737,308.90411376953125,57308300
2020-08-10,309.3564462990686,310.0119719811735,307.41753855083357,309.82733154296875,44282100
2020-08-11,311.0091339906926,311.6462040748988,306.5404296941491,307.2698059082031,69601100
2020-08-12,309.7071991317451,312.3293291846631,309.67950166619,311.55377197265625,53774400
2020-08-13,310.78750691268493,312.3017105491452,310.0673444500074,310.9906311035156,41816100
2020-08-14,310.6028104674803,311.53533883580377,309.873406253352,310.99981689453125,47260400
2020-08-17,312.01552096127307,312.3848300193641,311.00914180297326,311.9878234863281,35481000
2020-08-18,312.38480129876183,313.0865081681524,310.7875052531915,312.66180419921875,38733900
2020-08-19,313.04031505654325,313.5573533060185,310.79673534794836,311.3599548339844,68054200
2020-08-20,309.63336706931557,312.8094750881142,309.50412160274976,312.3293762207031,42207800
2020-08-21,311.9970225596553,313.658927181265,311.6553828469121,313.4373474121094,55106600
2020-08-24,315.8748790364872,316.68737593780014,313.40971903177535,316.613525390625,48588700
2020-08-25,317.176608343536,317.8044363974734,316.01325834394123,317.7213439941406,38463400
2020-08-26,318.3123051250386,321.1744711148294,317.76756939870836,320.90673828125,50790200
2020-08-27,321.7746114341692,323.05796511433385,319.94649388256835,321.6083984375,58034100
2020-08-28,322.63331982174736,323.8151257187456,321.4422720409016,323.68585205078125,48588900
2020-08-31,323.473470596124,324.3505759728523,322.28242297558756,322.51324462890625,66099200
2020-09-01,323.3442042226388,325.65242080777375,322.4486150605475,325.5508728027344,54908700
2020-09-02,327.46205589368293,331.2290526523332,326.31716140186785,330.2596130371094,69540000
2020-09-03,328.57000776099846,329.04089295769626,316.30876246960275,318.89398193359375,148011100
2020-09-04,319.5772119329768,321.14678232846006,309.1809952615708,316.2903137207031,139156300
2020-09-08,310.8798801569295,316.35499211221384,307.343704228668,307.64837646484375,114465300
2020-09-09,311.65542088332745,316.18876205705584,310.78752911291656,313.7236022949219,91462300
2020-09-10,315.59780899777945,316.25333454581227,307.3159276821659,308.2761535644531,90569500
2020-09-11,310.0582215415748,311.11999586874697,305.6079718060914,308.4332275390625,84680200
2020-09-14,311.59998582152673,314.2682976219797,308.58084878107974,312.4955749511719,65605700
2020-09-15,314.95156838815086,315.7825208192452,312.5048641612994,314.074462890625,52920900
2020-09-16,315.3116463788061,316.7427294770832,312.5510000169259,312.8280029296875,82096000
2020-09-17,307.9713853497524,311.79380427282365,307.4451053803795,310.07647705078125,91523300
2020-09-18,310.8820098628066,310.99324319837064,304.02234737359765,306.50665283203125,105877900
2020-09-21,301.9182014330189,303.2437795741085,298.2380798999571,303.095458984375,99450800
2020-09-22,304.5786503731086,306.7385071760695,302.066507400489,306.18231201171875,63612100
2020-09-23,306.7384904056228,307.01660211722344,298.58105607201094,299.0816345214844,93112200
2020-09-24,297.7652352933716,302.93778372843286,296.4489080695928,299.8787536621094,76681300
2020-09-25,299.0259943751535,305.5148717009548,298.1546568746652,304.7269592285156,71069400
2020-09-28,308.8890949296322,310.50203534951567,307.8972169129009,309.78826904296875,64584600
2020-09-29,309.58431274931326,310.32588735238784,307.4058984550522,308.10113525390625,51304000
2020-09-30,308.7686396406758,313.5889606137836,308.573981210121,310.4372253417969,104081100
2020-10-01,313.03276987437926,314.0060903303923,310.54846318932005,312.43023681640625,88698700
2020-10-02,307.4801391377748,312.4024144710618,307.0073689601297,309.4638671875,89431100
2020-10-05,311.5217825678193,315.1370091924181,311.475444751699,314.9516296386719,45713100
2020-10-06,315.0906262164625,317.18561572731545,309.9644141027496,310.4742431640625,90128900
2020-10-07,313.43135342172144,316.6850714131168,313.40354507518236,315.87860107421875,56999600
2020-10-08,317.8159221887509,318.74290459076605,316.89819037406056,318.6780090332031,45242500
2020-10-09,320.3281406905713,321.98744765048014,319.7070781213472,321.5239562988281,59528600
2020-10-12,324.063844968693,328.1703711128486,323.5725453203997,326.69647216796875,80388500
2020-10-13,326.55746024664927,326.73358922053734,323.600383208339,324.564453125,73255500
2020-10-14,325.1391526992879,326.2329853972063,321.7927590329618,322.5250549316406,57727900
2020-10-15,318.6131927450355,322.60848562858945,318.0755552653786,322.12646484375,60357700
2020-10-16,323.47974631097276,325.13905260448615,321.7555727541224,321.93170166015625,89501900
2020-10-19,323.1924415429291,323.82278285072874,316.1381183278607,317.03729248046875,68425600
2020-10-20,318.3814276529497,321.5517205103544,317.62132344041964,318.3072814941406,60051900
2020-10-21,318.2609093352829,320.43007341653833,317.39882234537475,317.7047424316406,63575000
2020-10-22,317.91790278181213,320.0314217004003,315.77657552045014,319.4474182128906,55399300
2020-10-23,320.6710546588657,320.7266713466308,318.0755149322923,320.5320129394531,49143900
2020-10-26,317.1485658849641,317.9365067637999,311.1139000222835,314.608642578125,91473000
2020-10-27,314.9515782824497,315.2852783983385,313.3108011782151,313.5240173339844,65994100
2020-10-28,307.8508925089764,313.5518292002192,302.3168058775529,302.80810546875,127094300
2020-10-29,303.0397777544152,309.0558836435642,301.35266323095533,305.8856201171875,90597700
2020-10-30,304.30980936954535,305.61685806950385,299.0445556385391,302.6968688964844,120287300
2020-11-02,306.08966064453125,308.0919181320214,303.34577182679664,306.08966064453125,86068300
2020-11-03,309.324791356006,313.55182927466103,306.1730565274314,311.4939270019531,93294200
2020-11-04,315.9712016015237,322.5342527174531,314.7939441588328,318.4555358886719,126959700
2020-11-05,323.7393383605878,326.473947874862,323.38708050703286,324.66632080078125,82039700
2020-11-06,324.3790079432216,325.8436562639265,322.26548878904805,324.59222412109375,74973000
2020-11-09,337.3938067723991,337.77387297534375,328.20740720794697,328.6708984375,172304200
2020-11-10,327.67907691220296,329.24567980133196,324.91668681292754,328.1889343261719,85552000
2020-11-11,330.3765581914952,331.4518612889709,329.1344050330131,330.6268615722656,58649000
2020-11-12,329.6164079973696,330.67318157201504,325.6118653025927,327.4194641113281,67546200
2020-11-13,329.3290469036784,332.69399774467473,328.8099389915463,331.9524230957031,62892200
2020-11-16,334.622140095063,336.2906972148393,333.33362089104185,336.0960388183594,74541100
2020-11-17,333.68588866910596,335.49351584362677,332.17490268135197,334.2884216308594,66111000
2020-11-18,334.55728418581134,335.1042005097741,330.22826311784223,330.2653503417969,70591300
2020-11-19,329.63497720915376,332.02657957234703,328.29084129066734,331.6557922363281,59940900
2020-11-20,331.39626921670055,331.6002065139429,329.31055843142065,329.38470458984375,70417300
2020-11-23,331.19240282056927,332.6199642068755,328.9583709509223,331.3592529296875,63230600
2020-11-24,333.9082910311252,337.2454330156402,333.0554831451829,336.6985168457031,62415900
2020-11-25,336.61515677967736,336.6429651228615,335.085641326032,336.1794738769531,45330900
2020-11-27,337.27326330014586,337.5884339123508,336.1052564572485,337.1156921386719,28514100
2020-11-30,336.33708795881,336.6059208367198,332.9443565005629,335.6233215332031,83872700
2020-12-01,338.87700326166663,340.83292278060395,338.28372087591083,339.29412841796875,74231400
2020-12-02,338.18174747696014,340.16547522877676,337.6070228786699,340.0079040527344,45927000
2020-12-03,339.90594329021474,341.30569594652076,338.81211070717654,339.91522216796875,62882000
2020-12-04,340.49915721669635,342.84442138671875,340.4064533255807,342.84442138671875,50749900
2020-12-07,342.07508856328803,342.6312837481267,340.8700225705228,342.1399841308594,48944300
2020-12-08,340.8700252302088,343.7065895768302,340.8236874183033,343.1411437988281,42458900
2020-12-09,343.7992759610222,343.95684714487703,339.22925900105616,340.06353759765625,74098300
2020-12-10,338.69149890689494,340.99967564831974,337.82013333196886,339.95220947265625,57735400
2020-12-11,338.255910570185,339.9615549854479,336.7356739717107,339.5536804199219,57698600
2020-12-14,341.7228478589244,342.7981226816186,337.8573183246596,338.033447265625,69216200
2020-12-15,340.5733606765333,342.60345458984375,339.2014446984404,342.60345458984375,63865300
2020-12-16,342.8166942477022,344.058847472952,341.93604950739774,343.1411437988281,58420500
2020-12-17,344.78188359842443,345.2639043286698,343.95685556996756,345.0599670410156,64119500
2020-12-18,345.3485696719916,345.5161309651634,341.67136919379556,343.68218994140625,136542300
2020-12-21,339.7630149194955,352.3213066638467,337.0260664305187,342.4533996582031,96386700
2020-12-22,342.77910549977,342.890813003337,340.74967675872097,341.8760986328125,47949000
2020-12-23,342.84436581711367,344.0918139440392,341.8575780688017,342.18341064453125,46201400
2020-12-24,342.65808532661873,343.54248376112673,342.07162092303537,343.5145568847656,26457900
2020-12-28,346.06537505500916,346.85667458893,345.4416652223988,346.4656982421875,39000400
2020-12-29,347.9924184877755,348.1692982115266,345.2182250819667,345.8047180175781,53680500
2020-12-30,346.62395879952305,347.33147772383484,345.90714985399984,346.2981262207031,49455300
2020-12-31,346.10265005654054,348.7837445893019,345.59064770765076,348.0576171875,78520700
2021-01-04,349.38886325350404,349.51920765992713,339.6233739583343,343.3191833496094,110210800
2021-01-05,342.67678687742756,346.7728905061342,342.6302231348059,345.6836853027344,66426200
2021-01-06,344.17555304257576,350.9434604581976,343.62630546858566,347.7503356933594,107997700
2021-01-07,350.12425147477427,353.66178899148537,349.9473717579539,352.91705322265625,68766800
2021-01-08,354.3041791798379,355.14201412513074,351.0552285052697,354.92791748046875,71677200
2021-01-11,351.7533887862446,354.29482021588973,351.632362830576,352.5353698730469,51034700
2021-01-12,352.7215686990142,353.6245473333701,350.3662785938468,352.6098327636719,52547700
2021-01-13,352.53538468344925,354.5554954734266,351.7534035637951,353.5594177246094,45303600
2021-01-14,354.30409104661976,354.8068032526865,351.9860749789511,352.3211975097656,49989100
2021-01-15,350.70140387922305,351.50199335982205,347.88999385755534,349.7518615722656,107160000
2021-01-19,352.20952068020125,353.0380654699637,350.72933922047633,352.49810791015625,51233300
2021-01-20,354.7881669476118,358.21402492373454,354.39719066105187,357.3761901855469,61836100
2021-01-21,357.934790375537,358.36304045364824,356.78044135246313,357.7020568847656,47840100
2021-01-22,355.8494812219019,357.5996414893799,355.4677949159223,356.43597412109375,52860500
2021-01-25,357.1713708385632,358.1953752542542,352.3211854580391,357.8416442871094,70402000
2021-01-26,358.79125051568155,359.2008637189769,357.0504086066009,357.28314208984375,42665300
2021-01-27,353.95968803310404,354.05278710492604,346.31672868098127,348.55096435546875,123351100
2021-01-28,350.36627971281166,355.55158851320573,349.9287680398475,351.548583984375,94198100
2021-01-29,349.68676378038657,350.65494315277493,342.83507435942295,344.5107727050781,126765100
2021-02-01,347.90858629226074,351.27856215518443,344.7992707610039,350.2452392578125,75817600
2021-02-02,353.4290158638977,356.75245638940856,350.32901877184787,355.1977844238281,64450700
2021-02-03,356.026389967423,357.19937586145977,354.2017673399159,355.4771423339844,52427100
2021-02-04,356.5104680448607,359.563930354463,355.5888524983493,359.51739501953125,47142600
2021-02-05,361.3885499748435,361.63989189934597,359.47082842089645,360.932373046875,48669800
2021-02-08,362.38465454642807,363.5855673167599,361.52821120762786,363.5390319824219,38365200
2021-02-09,362.7011247326708,363.89274733764177,362.2915399745202,363.29693603515625,35551100
2021-02-10,365.0378462808228,365.18679913439,360.7369356197839,363.13873291015625,59154400
2021-02-11,364.21861361632875,364.6375452854998,361.2954955929545,363.7252197265625,42913300
2021-02-12,362.9245677029753,365.7639045862191,362.8500770853384,365.5218811035156,50593300
2021-02-16,366.7507370926893,366.94625368053585,364.4885743748941,365.20538330078125,50972400
2021-02-17,363.455213196624,365.54049596951603,362.4404702799734,365.2891540527344,52290600
2021-02-18,362.68256763974955,364.479263411607,360.9603340863235,363.7345275878906,59712800
2021-02-19,364.9912455990278,365.27983282306974,362.64527408765895,363.0921325683594,83241000
2021-02-22,360.3272738044918,362.71046232061997,360.02936813751376,360.2993469238281,67414200
2021-02-23,358.0930892269746,362.0868041909318,353.9411313866223,360.7369384765625,107284100
2021-02-24,359.6477524392917,365.1402862668661,358.6609645823049,364.7120361328125,72433900
2021-02-25,363.44588095381306,364.8143548239755,354.4809836013045,355.9239196777344,146670500
2021-02-26,357.8044726689712,358.9495032557424,352.1071613879296,354.09002685546875,152701600
2021-03-01,358.9588307931296,363.92072482785227,354.2855524299561,362.6732482910156,105348800
2021-03-02,362.89666276485025,363.1293962418053,359.34048841861335,359.84320068359375,79595300
2021-03-03,359.1450201183431,360.11317098093735,354.97442575307235,355.07684326171875,119940200
2021-03-04,354.89054939151254,357.47854396402505,346.1956319657353,350.6827392578125,183433000
2021-03-05,354.1830824863514,358.18611506318695,346.90320141461257,357.1341552734375,152039600
2021-03-08,358.09299620806587,360.90440603525224,355.07677981003513,355.3560485839844,123149200
2021-03-09,359.20081753054825,362.9804065396195,358.6981053166281,360.4296569824219,113633600
2021-03-10,362.77566580218155,364.3675549570112,361.3606563767608,362.6732482910156,109899400
2021-03-11,365.14026100475496,368.32403944461987,364.6840840161151,366.3504638671875,86245000
2021-03-12,364.9912312984389,366.98341490924895,364.18132341690256,366.8437805175781,64653600
2021-03-15,367.0951358060423,369.2921544845288,364.9539992961072,369.031494140625,73427200
2021-03-16,369.64592676134737,370.35341719951157,367.7933490003447,368.5660400390625,73722500
2021-03-17,367.28135513431295,370.6234044689322,366.13629619510306,369.82281494140625,97959300
2021-03-18,367.23487982898274,369.32016304138693,363.7624855423874,364.44207763671875,115349100
2021-03-19,364.141257136667,365.71969051583625,361.59147356195604,363.7676696777344,113624500
2021-03-22,364.2813388885478,368.0546376770292,364.22530219638827,366.6723327636719,73778600
2021-03-23,366.0372179810948,367.48487998089433,363.00177375328116,363.78631591796875,90686600
2021-03-24,365.18740535609027,366.82187584042055,361.89044603352863,361.9371337890625,97588600
2021-03-25,360.4987572580339,364.76703777153006,358.556056717537,363.9731750488281,116128600
2021-03-26,365.12196135499164,370.2401983720078,364.5242270663124,369.8385925292969,114409100
2021-03-29,368.3628933197625,370.5577590931056,366.877863754709,369.65179443359375,108107600
2021-03-30,368.38151862967413,369.3435197999662,367.0739198714649,368.6710510253906,76262200
2021-03-31,369.2408322683644,371.7252304449524,369.2128139187483,370.16546630859375,112734200
2021-04-01,372.0987781059756,374.2189375105821,371.893300729822,374.1628723144531,99682900
2021-04-05,376.82471954638225,380.0749901846481,376.75001345829463,379.53326416015625,91684800
2021-04-06,378.9730143644943,380.3552911930234,378.636765606944,379.3092346191406,62021000
2021-04-07,379.141055188101,380.0937075716996,378.6834126464064,379.7481384277344,55836300
2021-04-08,380.9996431984528,381.60672639186373,380.06566028462163,381.5506896972656,57863100
2021-04-09,381.4292307073625,384.4926930013299,381.30780838884164,384.3245544433594,61104600
2021-04-12,383.7268976917543,384.7355867285504,383.11981447960585,384.4647521972656,56704900
2021-04-13,384.36197181036624,386.22993756231864,383.97903541086856,385.6041564941406,56551000
2021-04-14,385.5761343766993,386.6315395766929,383.7455359385016,384.2872619628906,61659900
2021-04-15,386.4261388821726,388.6863904096903,386.3794511307246,388.41552734375,60229800
2021-04-16,389.70436564966764,390.32079778500326,388.28472190043465,389.7137145996094,82037300
2021-04-19,388.77974091961784,389.228034481116,386.4728019580856,387.7990417480469,78498500
